hostname;ipl0;prefix_17;prefix_24;prefix_25;prefix_26;prefix_27;prefix_28;vrf_bbde_sem_ger;erro_vrf;
<a href="http://10.98.22.18/fping/172.20.76.61-rgwmbi01.mbi.psys.txt">rgwmbi01.mbi.psys</a>;172.20.76.61;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.24.168.140-rgwoco01.oco.bfin.txt">rgwoco01.oco.bfin</a>;172.24.168.140;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.0.125-swbave02.ave.brad.txt">swbave02.ave.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.0.126-swbave01.ave.brad.txt">swbave01.ave.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.10.160-rbctia12.ctia.brad.txt">rbctia12.ctia.brad</a>;172.25.11.72;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.102.1-rcsoc01.soc.brad.txt">rcsoc01.soc.brad</a>;10.255.255.218;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.10.32-rbctia12.ctia.brad.txt">rbctia12.ctia.brad</a>;172.25.11.72;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.104.1-rccine01.cine.brad.txt">rccine01.cine.brad</a>;10.255.255.199;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.11.131-rcctia01.ctia.brad.txt">rcctia01.ctia.brad</a>;172.25.11.131;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.11.135-rxctia03.ctia.brad.txt">rxctia03.ctia.brad</a>;172.25.11.135;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.11.141-rcctib01.ctib.brad.txt">rcctib01.ctib.brad</a>;172.25.11.141;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.114.2-rccens02.cens.brad.txt">rccens02.cens.brad</a>;10.255.255.209;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.114.5-rccens05.cens.brad.txt">rccens05.cens.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.11.61-rbctia01.ctia.brad.txt">rbctia01.ctia.brad</a>;172.25.11.61;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.11.62-rbctia02.ctia.brad.txt">rbctia02.ctia.brad</a>;172.25.11.62;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.11.71-rbctia11.ctia.brad.txt">rbctia11.ctia.brad</a>;172.25.11.71;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.11.81-rbctib01.ctib.brad.txt">rbctib01.ctib.brad</a>;172.25.11.81;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.11.82-rbctib02.ctib.brad.txt">rbctib02.ctib.brad</a>;172.25.11.82;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.11.92-rbctib12.ctib.brad.txt">rbctib12.ctib.brad</a>;172.25.11.92;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.124.1-rcnri01.nri.brad.txt">rcnri01.nri.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.140.1-rcgtba01.gtba.brad.txt">rcgtba01.gtba.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.140.3-rcgtba03.gtba.brad.txt">rcgtba03.gtba.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.140.4-rcgtba04.gtba.brad.txt">rcgtba04.gtba.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.1.41-rbave01.ave.brad.txt">rbave01.ave.brad</a>;172.25.1.41;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.1.43-rbave03.ave.brad.txt">rbave03.ave.brad</a>;172.25.1.43;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.146.125-swcbhe01.bhe.brad.txt">swcbhe01.bhe.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.146.1-rcbhe01.bhe.brad.txt">rcbhe01.bhe.brad</a>;10.255.255.243;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.146.3-rcbhe03.bhe.brad.txt">rcbhe03.bhe.brad</a>;10.255.255.241;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.1.51-rbave11.ave.brad.txt">rbave11.ave.brad</a>;172.25.1.51;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.164.156-ra052016.oco.brad.txt">ra052016.oco.brad</a>;172.25.164.156;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.164.172-ra052017.oco.brad.txt">ra052017.oco.brad</a>;172.25.164.172;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.175.195-re17337ep.bseg.bseg.txt">re17337ep.bseg.bseg</a>;172.25.175.195;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.176.1-rcbsa01.bsa.brad.txt">rcbsa01.bsa.brad</a>;10.255.255.232;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.182.1-rccba01.cba.brad.txt">rccba01.cba.brad</a>;10.255.255.188;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.186.132-rcmns03.mns.brad.txt">rcmns03.mns.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.196.4-rcrce04.rce.brad.txt">rcrce04.rce.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.206.10-rcsdr10.sdr.brad.txt">rcsdr10.sdr.brad</a>;10.255.255.95;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.216.4-rcblm04.blm.brad.txt">rcblm04.blm.brad</a>;10.255.255.254;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.218.4-rcfla04.fla.brad.txt">rcfla04.fla.brad</a>;172.25.218.4;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.230.3-rccta03.cta.brad.txt">rccta03.cta.brad</a>;10.255.255.121;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.244.1-rcfns01.fns.brad.txt">rcfns01.fns.brad</a>;10.255.255.166;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.30.126-swcscec02.scec.brad.txt">swcscec02.scec.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.30.59-ruata01.scec.brad.txt">ruata01.scec.brad</a>;172.25.30.59;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.30.6-rcscec06.scec.brad.txt">rcscec06.scec.brad</a>;172.25.30.6;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.40.172-rctunnelgre01.igs.psys.txt">rctunnelgre01.igs.psys</a>;172.25.40.172;n;y;y;y;n;y;--;;erro:bbde_ags_1:;
<a href="http://10.98.22.18/fping/172.25.50.2-rcave02.ave.brad.txt">rcave02.ave.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.50.3-rcave03.ave.brad.txt">rcave03.ave.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.60.188-ra052016.scec.brad.txt">ra052016.scec.brad</a>;172.25.60.188;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.60.212-ra052014.nct.brad.txt">ra052014.nct.brad</a>;172.25.60.212;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.60.60-ra052011.oco.brad.txt">ra052011.oco.brad</a>;172.25.60.60;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.6.12-gwscec10.scec.brad.txt">gwscec10.scec.brad</a>;172.25.6.12;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.64.1-rcsne01.sne.brad.txt">rcsne01.sne.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.6.4-gwuracaptura.scec.brad.txt">gwuracaptura.scec.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.66.1-rcsbo01.sbo.brad.txt">rcsbo01.sbo.brad</a>;10.255.255.74;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.68.1-rcscn01.scn.brad.txt">rcscn01.scn.brad</a>;10.255.255.75;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.70.12-rcdda01.dda.brad.txt">rcdda01.dda.brad</a>;10.255.255.63;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.74.1-rcgja01.gja.brad.txt">rcgja01.gja.brad</a>;10.255.255.64;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.25.92.2-rcrpo02.rpo.brad.txt">rcrpo02.rpo.brad</a>;10.255.255.110;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.26.28.132-ra052012.oco.brad.txt">ra052012.oco.brad</a>;172.26.28.132;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.26.46.11-ra052007.oco.brad.txt">ra052007.oco.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.26.46.14-ruata01.oco.brad.txt">ruata01.oco.brad</a>;172.26.46.14;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.26.46.7-gwuracaptura.oco.brad.txt">gwuracaptura.oco.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.26.46.8-gwoco8.oco.brad.txt">gwoco8.oco.brad</a>;172.26.46.8;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.26.52.12-ruata01.nct.brad.txt">ruata01.nct.brad</a>;172.26.52.12;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.26.52.54-ra052009.nct.brad.txt">ra052009.nct.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.28.40.209-swbctia02.cti.brad.txt">swbctia02.cti.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.28.40.53-rbctia03.ctia.brad.txt">rbctia03.ctia.brad</a>;172.28.40.53;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.28.41.53-rbctib03.ctib.brad.txt">rbctib03.ctib.brad</a>;172.28.41.53;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.28.41.83-swboco06.oco.brad.txt">swboco06.oco.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/172.28.41.84-swboco08.oco.brad.txt">swboco08.oco.brad</a>;;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/200.159.224.1-rbigs01.igs.psys.txt">rbigs01.igs.psys</a>;200.159.224.1;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/200.159.224.8-rcdialvpn01.pat.psys.txt">rcdialvpn01.pat.psys</a>;200.159.224.8;n;n;n;n;n;n;--;;
<a href="http://10.98.22.18/fping/200.159.224.9-rcdialvpn02.poc.psys.txt">rcdialvpn02.poc.psys</a>;200.159.224.9;n;n;n;n;n;n;--;;
total:  425 cpes
